	chr	end	ensemblgene	start	strand
ENSMUSG00000045237	X	69433023	ENSMUSG00000045237	69429483	1
ENSMUSG00000045248	8	73302114	ENSMUSG00000045248	73248405	-1
ENSMUSG00000045251	7	127021240	ENSMUSG00000045251	127018139	-1
ENSMUSG00000045252	7	24782917	ENSMUSG00000045252	24771992	1
ENSMUSG00000045259	1	171188366	ENSMUSG00000045259	171186014	-1
ENSMUSG00000045268	4	119031392	ENSMUSG00000045268	119026710	-1
ENSMUSG00000045273	13	100912407	ENSMUSG00000045273	100896182	-1
ENSMUSG00000045282	7	4634421	ENSMUSG00000045282	4631039	-1
ENSMUSG00000045284	X	43879074	ENSMUSG00000045284	43875447	-1
ENSMUSG00000045287	11	75158595	ENSMUSG00000045287	75084609	1
ENSMUSG00000045294	5	28283660	ENSMUSG00000045294	28276361	1
ENSMUSG00000045302	5	31117705	ENSMUSG00000045302	31108197	-1
ENSMUSG00000045312	13	94331917	ENSMUSG00000045312	94194304	1
ENSMUSG00000045327	3	96537136	ENSMUSG00000045327	96513975	-1
ENSMUSG00000045328	3	134979372	ENSMUSG00000045328	134918298	1
ENSMUSG00000045333	8	88686223	ENSMUSG00000045333	88388438	-1
ENSMUSG00000045348	5	137739869	ENSMUSG00000045348	137728161	-1
ENSMUSG00000045362	7	143182459	ENSMUSG00000045362	143161396	-1
ENSMUSG00000045374	11	75345543	ENSMUSG00000045374	75331770	-1
ENSMUSG00000045392	2	85875515	ENSMUSG00000045392	85850977	1
ENSMUSG00000045410	13	4659173	ENSMUSG00000045410	4640749	-1
ENSMUSG00000045411	7	43901743	ENSMUSG00000045411	43896146	1
ENSMUSG00000045414	9	94420134	ENSMUSG00000045414	94399917	-1
ENSMUSG00000045427	X	133507809	ENSMUSG00000045427	133501928	1
ENSMUSG00000045435	5	21091868	ENSMUSG00000045435	21087189	1
ENSMUSG00000045438	5	139337173	ENSMUSG00000045438	139321944	-1
ENSMUSG00000045441	6	59403279	ENSMUSG00000045441	59324211	-1
ENSMUSG00000045455	10	11485579	ENSMUSG00000045455	11484967	1
ENSMUSG00000045464	2	94242027	ENSMUSG00000045464	94236496	1
ENSMUSG00000045466	6	47942234	ENSMUSG00000045466	47930324	1
ENSMUSG00000045482	5	144796588	ENSMUSG00000045482	144704542	1
ENSMUSG00000045503	2	164321558	ENSMUSG00000045503	164298884	1
ENSMUSG00000045519	9	20296473	ENSMUSG00000045519	20256432	-1
ENSMUSG00000045538	8	106738514	ENSMUSG00000045538	106736253	-1
ENSMUSG00000045555	10	40687079	ENSMUSG00000045555	40559278	1
ENSMUSG00000045573	4	4138819	ENSMUSG00000045573	4133531	-1
ENSMUSG00000045576	3	104837380	ENSMUSG00000045576	104771321	1
ENSMUSG00000045594	9	114303966	ENSMUSG00000045594	114230144	1
ENSMUSG00000045598	7	126837351	ENSMUSG00000045598	126832233	1
ENSMUSG00000045624	2	140012484	ENSMUSG00000045624	139961803	-1
ENSMUSG00000045636	8	41586763	ENSMUSG00000045636	41443951	-1
ENSMUSG00000045639	7	127214969	ENSMUSG00000045639	127206203	-1
ENSMUSG00000045658	1	84341901	ENSMUSG00000045658	84014017	-1
ENSMUSG00000045659	7	115907611	ENSMUSG00000045659	115722720	-1
ENSMUSG00000045671	11	19974026	ENSMUSG00000045671	19874375	1
ENSMUSG00000045672	4	63253228	ENSMUSG00000045672	63132241	1
ENSMUSG00000045679	12	17050409	ENSMUSG00000045679	17038649	-1
ENSMUSG00000045690	12	75716311	ENSMUSG00000045690	75677370	-1
ENSMUSG00000045691	14	55336443	ENSMUSG00000045691	55332241	1
ENSMUSG00000045694	X	153934307	ENSMUSG00000045694	153933948	-1
ENSMUSG00000045751	4	24602950	ENSMUSG00000045751	24496451	1
ENSMUSG00000045752	7	142624830	ENSMUSG00000045752	142622986	1
ENSMUSG00000045757	7	127005994	ENSMUSG00000045757	127002840	-1
ENSMUSG00000045763	15	25413850	ENSMUSG00000045763	25363363	-1
ENSMUSG00000045767	13	55851313	ENSMUSG00000045767	55840937	1
ENSMUSG00000045777	7	141927490	ENSMUSG00000045777	141879574	-1
ENSMUSG00000045790	5	52628863	ENSMUSG00000045790	52531993	-1
ENSMUSG00000045795	7	81246584	ENSMUSG00000045795	81221014	1
ENSMUSG00000045799	14	13669773	ENSMUSG00000045799	13669438	1
ENSMUSG00000045802	X	95499900	ENSMUSG00000045802	95349784	-1
ENSMUSG00000045822	2	164664050	ENSMUSG00000045822	164647018	1
ENSMUSG00000045827	13	33201940	ENSMUSG00000045827	33187233	1
ENSMUSG00000045838	2	118593142	ENSMUSG00000045838	118584639	-1
ENSMUSG00000045854	4	32801559	ENSMUSG00000045854	32800253	1
ENSMUSG00000045867	10	95159995	ENSMUSG00000045867	95010608	-1
ENSMUSG00000045886	10	43400642	ENSMUSG00000045886	43400080	1
ENSMUSG00000045896	6	83808723	ENSMUSG00000045896	83782383	-1
ENSMUSG00000045917	4	63504594	ENSMUSG00000045917	63477018	1
ENSMUSG00000045930	12	58316076	ENSMUSG00000045930	58311506	-1
ENSMUSG00000045934	3	96079034	ENSMUSG00000045934	96069321	1
ENSMUSG00000045948	7	28441245	ENSMUSG00000045948	28439066	-1
ENSMUSG00000045954	1	51342119	ENSMUSG00000045954	51328285	1
ENSMUSG00000045962	6	120015633	ENSMUSG00000045962	119900930	-1
ENSMUSG00000045969	8	11613251	ENSMUSG00000045969	11605571	1
ENSMUSG00000045973	4	45408766	ENSMUSG00000045973	45395923	-1
ENSMUSG00000045980	11	115137849	ENSMUSG00000045980	115078313	1
ENSMUSG00000045996	15	36177156	ENSMUSG00000045996	36174156	1
ENSMUSG00000046010	11	82656761	ENSMUSG00000046010	82655171	1
ENSMUSG00000046020	2	153112167	ENSMUSG00000046020	153083453	1
ENSMUSG00000046027	7	83302335	ENSMUSG00000046027	83281167	1
ENSMUSG00000046032	X	100266169	ENSMUSG00000046032	100141392	-1
ENSMUSG00000046034	15	27630779	ENSMUSG00000046034	27542721	-1
ENSMUSG00000046056	7	30455559	ENSMUSG00000046056	30450896	1
ENSMUSG00000046057	1	156621414	ENSMUSG00000046057	156621082	1
ENSMUSG00000046058	7	27968697	ENSMUSG00000046058	27967306	1
ENSMUSG00000046062	1	133067521	ENSMUSG00000046062	133058881	1
ENSMUSG00000046079	5	105980302	ENSMUSG00000046079	105847835	1
ENSMUSG00000046096	7	120334077	ENSMUSG00000046096	120276841	1
ENSMUSG00000046101	1	10012310	ENSMUSG00000046101	9978863	1
ENSMUSG00000046111	9	15269084	ENSMUSG00000046111	15228211	-1
ENSMUSG00000046152	8	31751766	ENSMUSG00000046152	31677359	1
ENSMUSG00000046169	13	104633203	ENSMUSG00000046169	104424343	1
ENSMUSG00000046179	7	48531344	ENSMUSG00000046179	48516177	-1
ENSMUSG00000046185	7	29479246	ENSMUSG00000046185	29467977	1
ENSMUSG00000046186	9	78623535	ENSMUSG00000046186	78522828	1
ENSMUSG00000046223	7	24175393	ENSMUSG00000046223	24161909	1
ENSMUSG00000046229	2	156154667	ENSMUSG00000046229	156153766	-1
ENSMUSG00000046245	5	137834543	ENSMUSG00000046245	137820214	-1
ENSMUSG00000046269	X	7242069	ENSMUSG00000046269	7237513	-1
ENSMUSG00000046295	8	71862548	ENSMUSG00000046295	71858654	1
ENSMUSG00000046311	11	49109643	ENSMUSG00000046311	49094119	1
ENSMUSG00000046312	4	41503076	ENSMUSG00000046312	41495604	-1
ENSMUSG00000046330	1	72752972	ENSMUSG00000046330	72750449	1
ENSMUSG00000046341	4	69844316	ENSMUSG00000046341	69843867	-1
ENSMUSG00000046351	13	23553378	ENSMUSG00000046351	23537273	-1
ENSMUSG00000046352	14	57342159	ENSMUSG00000046352	57336057	-1
ENSMUSG00000046364	7	109121574	ENSMUSG00000046364	109118354	1
ENSMUSG00000046380	15	74581384	ENSMUSG00000046380	74574150	-1
ENSMUSG00000046402	9	98328628	ENSMUSG00000046402	98305014	1
ENSMUSG00000046404	1	130652095	ENSMUSG00000046404	130645064	1
ENSMUSG00000046417	11	62539349	ENSMUSG00000046417	62495710	-1
ENSMUSG00000046432	X	135172727	ENSMUSG00000046432	135171002	1
ENSMUSG00000046440	5	138504041	ENSMUSG00000046440	138503075	1
ENSMUSG00000046441	8	110951118	ENSMUSG00000046441	110942297	1
ENSMUSG00000046442	11	87249849	ENSMUSG00000046442	87117732	-1
ENSMUSG00000046447	4	138187434	ENSMUSG00000046447	138181625	1
ENSMUSG00000046491	11	43382352	ENSMUSG00000046491	43365103	1
ENSMUSG00000046519	3	95526558	ENSMUSG00000046519	95496245	1
ENSMUSG00000046532	X	97366821	ENSMUSG00000046532	97192375	1
ENSMUSG00000046541	7	24926932	ENSMUSG00000046541	24920850	1
ENSMUSG00000046550	X	152617239	ENSMUSG00000046550	152615221	1
ENSMUSG00000046556	8	96058578	ENSMUSG00000046556	96049639	-1
ENSMUSG00000046561	3	126234024	ENSMUSG00000046561	126157333	1
ENSMUSG00000046562	5	115273034	ENSMUSG00000046562	115260609	-1
ENSMUSG00000046567	10	100426285	ENSMUSG00000046567	100408127	-1
ENSMUSG00000046572	5	38842169	ENSMUSG00000046572	38825827	-1
ENSMUSG00000046573	13	36301509	ENSMUSG00000046573	36162378	-1
ENSMUSG00000046574	7	44702305	ENSMUSG00000046574	44676987	-1
ENSMUSG00000046589	8	4287470	ENSMUSG00000046589	4276827	1
ENSMUSG00000046591	7	79347896	ENSMUSG00000046591	79309944	1
ENSMUSG00000046603	9	122665399	ENSMUSG00000046603	122634604	1
ENSMUSG00000046605	11	121563979	ENSMUSG00000046605	121507023	-1
ENSMUSG00000046620	12	51344743	ENSMUSG00000046620	51344270	1
ENSMUSG00000046623	4	127247874	ENSMUSG00000046623	127244879	-1
ENSMUSG00000046658	5	143255777	ENSMUSG00000046658	143235452	-1
ENSMUSG00000046667	4	12146731	ENSMUSG00000046667	12140264	1
ENSMUSG00000046671	4	134262698	ENSMUSG00000046671	134252861	-1
ENSMUSG00000046675	12	102713820	ENSMUSG00000046675	102710021	1
ENSMUSG00000046679	6	86450482	ENSMUSG00000046679	86415356	1
ENSMUSG00000046687	10	61908141	ENSMUSG00000046687	61906902	1
ENSMUSG00000046688	3	127625813	ENSMUSG00000046688	127583454	1
ENSMUSG00000046691	8	107620233	ENSMUSG00000046691	107610495	-1
ENSMUSG00000046694	4	133215249	ENSMUSG00000046694	133207443	1
ENSMUSG00000046707	8	96216667	ENSMUSG00000046707	96172724	-1
ENSMUSG00000046714	8	121845634	ENSMUSG00000046714	121842910	1
ENSMUSG00000046718	8	71990100	ENSMUSG00000046718	71986899	-1
ENSMUSG00000046719	11	95405396	ENSMUSG00000046719	95400671	-1
ENSMUSG00000046721	7	44975041	ENSMUSG00000046721	44974389	1
ENSMUSG00000046722	3	95143720	ENSMUSG00000046722	95136043	1
ENSMUSG00000046731	11	69772232	ENSMUSG00000046731	69769087	-1
ENSMUSG00000046733	6	135061707	ENSMUSG00000046733	135042649	1
ENSMUSG00000046743	3	39066134	ENSMUSG00000046743	38941089	1
ENSMUSG00000046753	14	27230417	ENSMUSG00000046753	27203047	-1
ENSMUSG00000046756	11	115498862	ENSMUSG00000046756	115494751	1
ENSMUSG00000046761	15	75886185	ENSMUSG00000046761	75872942	-1
ENSMUSG00000046768	12	75448230	ENSMUSG00000046768	75355096	1
ENSMUSG00000046785	9	111108161	ENSMUSG00000046785	111100997	1
ENSMUSG00000046791	12	83999725	ENSMUSG00000046791	83997382	1
ENSMUSG00000046792	7	6158996	ENSMUSG00000046792	6134490	-1
ENSMUSG00000046794	8	35855293	ENSMUSG00000046794	35842893	1
ENSMUSG00000046798	5	5564958	ENSMUSG00000046798	5539537	-1
ENSMUSG00000046806	6	34854995	ENSMUSG00000046806	34848706	-1
ENSMUSG00000046807	10	75396164	ENSMUSG00000046807	75385957	-1
ENSMUSG00000046808	5	72456118	ENSMUSG00000046808	72360672	1
ENSMUSG00000046814	2	119002871	ENSMUSG00000046814	118998254	1
ENSMUSG00000046818	3	137334094	ENSMUSG00000046818	137327373	1
ENSMUSG00000046822	10	80873260	ENSMUSG00000046822	80864372	-1
ENSMUSG00000046836	1	183078813	ENSMUSG00000046836	183057916	-1
ENSMUSG00000046841	10	84369926	ENSMUSG00000046841	84362169	-1
ENSMUSG00000046844	8	115100811	ENSMUSG00000046844	114932352	1
ENSMUSG00000046861	4	116862474	ENSMUSG00000046861	116852514	1
ENSMUSG00000046862	4	143147661	ENSMUSG00000046862	143138996	1
ENSMUSG00000046865	7	27878694	ENSMUSG00000046865	27869135	1
ENSMUSG00000046873	X	156381711	ENSMUSG00000046873	156318367	-1
ENSMUSG00000046876	13	46118484	ENSMUSG00000046876	45703231	-1
ENSMUSG00000046879	11	48762510	ENSMUSG00000046879	48752795	-1
ENSMUSG00000046909	11	80033001	ENSMUSG00000046909	80027504	-1
ENSMUSG00000046947	6	39565703	ENSMUSG00000046947	39550807	1
ENSMUSG00000046949	13	34172426	ENSMUSG00000046949	34148670	1
ENSMUSG00000046985	5	44383968	ENSMUSG00000046985	44332496	-1
ENSMUSG00000046993	X	59091589	ENSMUSG00000046993	59090471	-1
ENSMUSG00000046994	1	55287629	ENSMUSG00000046994	55276336	1
ENSMUSG00000047003	15	75501676	ENSMUSG00000047003	75488528	1
ENSMUSG00000047022	12	57543985	ENSMUSG00000047022	57277213	1
ENSMUSG00000047030	2	167334807	ENSMUSG00000047030	167323053	-1
ENSMUSG00000047036	9	122695071	ENSMUSG00000047036	122673594	-1
ENSMUSG00000047037	7	55669702	ENSMUSG00000047037	55627315	-1
ENSMUSG00000047045	X	141626490	ENSMUSG00000047045	141464402	1
ENSMUSG00000047084	7	79915122	ENSMUSG00000047084	79910963	1
ENSMUSG00000047090	10	128640239	ENSMUSG00000047090	128635905	-1
ENSMUSG00000047098	14	55841150	ENSMUSG00000047098	55829165	1
ENSMUSG00000047117	13	96607775	ENSMUSG00000047117	96552642	-1
ENSMUSG00000047126	11	86648391	ENSMUSG00000047126	86585177	-1
ENSMUSG00000047139	10	43460261	ENSMUSG00000047139	43454280	1
ENSMUSG00000047146	10	62744775	ENSMUSG00000047146	62640349	-1
ENSMUSG00000047153	14	56136232	ENSMUSG00000047153	56122404	1
ENSMUSG00000047181	11	94916913	ENSMUSG00000047181	94900705	1
ENSMUSG00000047187	4	8607778	ENSMUSG00000047187	8535644	1
ENSMUSG00000047193	9	7184446	ENSMUSG00000047193	6928503	-1
ENSMUSG00000047205	11	3851296	ENSMUSG00000047205	3845240	1
ENSMUSG00000047213	3	16271201	ENSMUSG00000047213	16237376	1
ENSMUSG00000047215	5	65548787	ENSMUSG00000047215	65545707	-1
ENSMUSG00000047221	5	21687122	ENSMUSG00000047221	21629956	1
ENSMUSG00000047222	14	51493569	ENSMUSG00000047222	51492719	-1
ENSMUSG00000047238	X	151820571	ENSMUSG00000047238	151819162	-1
ENSMUSG00000047242	X	105264764	ENSMUSG00000047242	105250489	-1
ENSMUSG00000047246	13	23805107	ENSMUSG00000047246	23767653	-1
ENSMUSG00000047248	7	100119359	ENSMUSG00000047248	100021440	1
ENSMUSG00000047250	2	36142284	ENSMUSG00000047250	36120438	1
ENSMUSG00000047260	11	73067863	ENSMUSG00000047260	73066345	-1
ENSMUSG00000047264	8	3547208	ENSMUSG00000047264	3543138	1
ENSMUSG00000047281	4	133329479	ENSMUSG00000047281	133327867	-1
ENSMUSG00000047284	11	69804646	ENSMUSG00000047284	69791898	1
ENSMUSG00000047342	11	62680288	ENSMUSG00000047342	62643403	-1
ENSMUSG00000047344	X	9134324	ENSMUSG00000047344	9066141	1
ENSMUSG00000047347	15	82403479	ENSMUSG00000047347	82400512	1
ENSMUSG00000047363	2	30498955	ENSMUSG00000047363	30485052	1
ENSMUSG00000047370	7	59805848	ENSMUSG00000047370	59805357	1
ENSMUSG00000047371	7	126944761	ENSMUSG00000047371	126941967	-1
ENSMUSG00000047388	8	117687184	ENSMUSG00000047388	117670132	1
ENSMUSG00000047409	9	118873066	ENSMUSG00000047409	118755521	1
ENSMUSG00000047412	9	30987181	ENSMUSG00000047412	30941940	1
ENSMUSG00000047414	12	95751989	ENSMUSG00000047414	95659000	1
ENSMUSG00000047417	10	80397394	ENSMUSG00000047417	80376756	-1
ENSMUSG00000047419	13	93281232	ENSMUSG00000047419	93177221	-1
ENSMUSG00000047443	1	91301939	ENSMUSG00000047443	91294152	1
ENSMUSG00000047446	12	40088024	ENSMUSG00000047446	40055446	-1
ENSMUSG00000047454	12	78731546	ENSMUSG00000047454	78273153	1
ENSMUSG00000047459	2	155092197	ENSMUSG00000047459	155078453	1
ENSMUSG00000047473	7	29494127	ENSMUSG00000047473	29483423	1
ENSMUSG00000047495	8	14897680	ENSMUSG00000047495	14145865	1
ENSMUSG00000047497	15	11349317	ENSMUSG00000047497	11064876	1
ENSMUSG00000047514	10	34161271	ENSMUSG00000047514	34158186	1
ENSMUSG00000047515	6	136817660	ENSMUSG00000047515	136804624	1
ENSMUSG00000047528	1	58735148	ENSMUSG00000047528	58686062	-1
ENSMUSG00000047534	12	65219378	ENSMUSG00000047534	65179508	-1
ENSMUSG00000047539	1	182169194	ENSMUSG00000047539	182140667	-1
ENSMUSG00000047547	13	54759157	ENSMUSG00000047547	54740214	-1
ENSMUSG00000047554	7	109586136	ENSMUSG00000047554	109571394	-1
ENSMUSG00000047557	3	67371259	ENSMUSG00000047557	67365331	-1
ENSMUSG00000047565	15	20666836	ENSMUSG00000047565	20665300	-1
ENSMUSG00000047583	3	154302741	ENSMUSG00000047583	154282068	-1
ENSMUSG00000047603	7	23842666	ENSMUSG00000047603	23833594	1
ENSMUSG00000047613	4	154046382	ENSMUSG00000047613	154041694	1
ENSMUSG00000047617	2	25351106	ENSMUSG00000047617	25345153	-1
ENSMUSG00000047635	5	124479907	ENSMUSG00000047635	124466152	1
ENSMUSG00000047648	10	11173796	ENSMUSG00000047648	11157074	1
ENSMUSG00000047649	7	19093408	ENSMUSG00000047649	19089939	-1
ENSMUSG00000047657	8	74477411	ENSMUSG00000047657	74476103	-1
ENSMUSG00000047669	10	55992976	ENSMUSG00000047669	55983013	1
ENSMUSG00000047675	4	117013440	ENSMUSG00000047675	117011024	-1
ENSMUSG00000047676	3	149779179	ENSMUSG00000047676	149778295	-1
ENSMUSG00000047686	X	105884250	ENSMUSG00000047686	105880688	-1
ENSMUSG00000047694	X	97992623	ENSMUSG00000047694	97979922	1
ENSMUSG00000047710	8	13931639	ENSMUSG00000047710	13919641	1
ENSMUSG00000047712	10	8394589	ENSMUSG00000047712	8080520	-1
ENSMUSG00000047719	4	148529228	ENSMUSG00000047719	148518952	-1
ENSMUSG00000047721	7	126298970	ENSMUSG00000047721	126294573	1
ENSMUSG00000047735	6	3399572	ENSMUSG00000047735	3372257	-1
ENSMUSG00000047747	8	83817897	ENSMUSG00000047747	83589985	1
ENSMUSG00000047749	6	38276194	ENSMUSG00000047749	38264331	-1
ENSMUSG00000047757	X	163780268	ENSMUSG00000047757	163763588	1
ENSMUSG00000047766	9	60595441	ENSMUSG00000047766	60476142	-1
ENSMUSG00000047767	7	100951458	ENSMUSG00000047767	100912241	-1
ENSMUSG00000047777	4	152080715	ENSMUSG00000047777	152074090	-1
ENSMUSG00000047789	13	112875283	ENSMUSG00000047789	112797285	1
ENSMUSG00000047793	1	93228787	ENSMUSG00000047793	93163563	1
ENSMUSG00000047804	11	61821078	ENSMUSG00000047804	61762133	-1
ENSMUSG00000047821	11	62741634	ENSMUSG00000047821	62711057	1
ENSMUSG00000047824	3	89342435	ENSMUSG00000047824	89337521	1
ENSMUSG00000047832	12	112793043	ENSMUSG00000047832	112783849	-1
ENSMUSG00000047843	5	144383567	ENSMUSG00000047843	144181247	1
ENSMUSG00000047866	8	87450501	ENSMUSG00000047866	87350672	1
ENSMUSG00000047875	4	150190384	ENSMUSG00000047875	150171822	1
ENSMUSG00000047878	15	83135975	ENSMUSG00000047878	83110923	-1
ENSMUSG00000047880	9	44473174	ENSMUSG00000047880	44423084	-1
ENSMUSG00000047881	5	64126240	ENSMUSG00000047881	64066240	-1
ENSMUSG00000047888	15	80825286	ENSMUSG00000047888	80595514	1
ENSMUSG00000047894	14	51436605	ENSMUSG00000047894	51432781	-1
ENSMUSG00000047898	9	114333984	ENSMUSG00000047898	114319384	-1
ENSMUSG00000047905	6	67183067	ENSMUSG00000047905	67182603	1
ENSMUSG00000047907	2	169913736	ENSMUSG00000047907	169474933	1
ENSMUSG00000047909	2	11795140	ENSMUSG00000047909	11782687	1
ENSMUSG00000047921	15	72933053	ENSMUSG00000047921	72461469	-1
ENSMUSG00000047940	3	139416060	ENSMUSG00000047940	138911455	1
ENSMUSG00000047945	4	129409778	ENSMUSG00000047945	129407374	1
ENSMUSG00000047963	5	92754438	ENSMUSG00000047963	92750900	1
ENSMUSG00000047965	2	70289904	ENSMUSG00000047965	70289326	1
ENSMUSG00000047986	8	84756924	ENSMUSG00000047986	84748100	1
ENSMUSG00000047996	X	77627502	ENSMUSG00000047996	77493219	-1
ENSMUSG00000048000	1	87378518	ENSMUSG00000048000	87254720	1
ENSMUSG00000048007	X	133442614	ENSMUSG00000048007	133438005	-1
ENSMUSG00000048039	3	87847993	ENSMUSG00000048039	87837621	1
ENSMUSG00000048040	X	134896104	ENSMUSG00000048040	134894573	1
ENSMUSG00000048047	X	37285923	ENSMUSG00000048047	37278670	1
ENSMUSG00000048058	2	102016730	ENSMUSG00000048058	101780548	-1
ENSMUSG00000048076	11	59119096	ENSMUSG00000048076	59102238	-1
ENSMUSG00000048078	7	96560300	ENSMUSG00000048078	95820453	1
ENSMUSG00000048096	1	135295803	ENSMUSG00000048096	135252545	1
ENSMUSG00000048100	3	108490538	ENSMUSG00000048100	108479014	1
ENSMUSG00000048106	3	19955197	ENSMUSG00000048106	19949050	1
ENSMUSG00000048109	3	107240989	ENSMUSG00000048109	107232737	-1
ENSMUSG00000048118	12	71145366	ENSMUSG00000048118	71062764	1
ENSMUSG00000048126	1	90771693	ENSMUSG00000048126	90693645	-1
ENSMUSG00000048142	5	34163260	ENSMUSG00000048142	34153328	1
ENSMUSG00000048148	8	73444504	ENSMUSG00000048148	73373339	1
ENSMUSG00000048170	7	128342219	ENSMUSG00000048170	128298165	-1
ENSMUSG00000048174	1	132436377	ENSMUSG00000048174	132433968	1
ENSMUSG00000048185	10	63257568	ENSMUSG00000048185	63257144	-1
ENSMUSG00000048216	6	13839941	ENSMUSG00000048216	13834457	-1
ENSMUSG00000048222	2	121304548	ENSMUSG00000048222	121290716	-1
ENSMUSG00000048232	4	45084604	ENSMUSG00000048232	45034247	-1
ENSMUSG00000048234	1	39616486	ENSMUSG00000048234	39590377	-1
ENSMUSG00000048240	10	80850779	ENSMUSG00000048240	80784458	-1
ENSMUSG00000048261	7	12914101	ENSMUSG00000048261	12912830	1
ENSMUSG00000048264	13	9718964	ENSMUSG00000048264	9326564	1
ENSMUSG00000048271	5	28624237	ENSMUSG00000048271	28522119	1
ENSMUSG00000048277	11	117705109	ENSMUSG00000048277	117700494	1
ENSMUSG00000048279	14	61478144	ENSMUSG00000048279	61375906	1
ENSMUSG00000048280	13	67835190	ENSMUSG00000048280	67806804	-1
ENSMUSG00000048285	12	70949008	ENSMUSG00000048285	70872288	1
ENSMUSG00000048307	15	36496966	ENSMUSG00000048307	36477814	-1
ENSMUSG00000048310	8	106658410	ENSMUSG00000048310	106627073	1
ENSMUSG00000048327	2	129139132	ENSMUSG00000048327	129110130	-1
ENSMUSG00000048330	7	108682538	ENSMUSG00000048330	108633519	-1
ENSMUSG00000048332	3	53169100	ENSMUSG00000048332	52948949	1
ENSMUSG00000048351	4	108198741	ENSMUSG00000048351	108185337	1
ENSMUSG00000048355	X	134935695	ENSMUSG00000048355	134934116	1
ENSMUSG00000048368	13	49746298	ENSMUSG00000048368	49735938	1
ENSMUSG00000048371	8	105325658	ENSMUSG00000048371	105318083	1
ENSMUSG00000048376	13	95754995	ENSMUSG00000048376	95738311	-1
ENSMUSG00000048379	14	47533559	ENSMUSG00000048379	47514388	1
ENSMUSG00000048387	12	9631500	ENSMUSG00000048387	9620116	1
ENSMUSG00000048388	2	83713830	ENSMUSG00000048388	83642980	1
ENSMUSG00000048402	1	118981349	ENSMUSG00000048402	118761862	-1
ENSMUSG00000048416	3	67307336	ENSMUSG00000048416	67281430	1
ENSMUSG00000048429	9	21507266	ENSMUSG00000048429	21504018	1
ENSMUSG00000048439	5	24389011	ENSMUSG00000048439	24369961	1
ENSMUSG00000048445	11	120823698	ENSMUSG00000048445	120717355	-1
ENSMUSG00000048450	5	37981927	ENSMUSG00000048450	37977829	-1
ENSMUSG00000048458	3	105628158	ENSMUSG00000048458	105611915	1
ENSMUSG00000048478	8	123948785	ENSMUSG00000048478	123939571	1
ENSMUSG00000048481	7	18735691	ENSMUSG00000048481	18725170	1
ENSMUSG00000048482	2	109557352	ENSMUSG00000048482	109505045	1
ENSMUSG00000048486	2	163314549	ENSMUSG00000048486	163308299	-1
ENSMUSG00000048495	1	57446260	ENSMUSG00000048495	57427396	-1
ENSMUSG00000048497	11	62557180	ENSMUSG00000048497	62539490	1
ENSMUSG00000048503	9	43027865	ENSMUSG00000048503	43019945	-1
ENSMUSG00000048520	5	21850632	ENSMUSG00000048520	21688845	-1
ENSMUSG00000048537	9	44646495	ENSMUSG00000048537	44597601	-1
